user_id,weights,followers,foll_following,foll_follower,foll_isVerified,foll_favouritesCount,foll_statusCount,foll_profileTime,active_years,status_followers_ratio,followers_following_ratio,verified_score,active_year_score,ff_score,favorites_count_score,sf_score,followers_weights,final_weights
1084.0,0.6500000000000001,17010903.0,729.0,791.0,0.0,3121.0,3479.0,2008.0,12.0,4.398230088495575,1.0850480109739369,0.0,0.2,0.2,0.15,0.15,0.7000000000000001,1.35
1084.0,0.6500000000000001,15126202.0,1311.0,1485.0,0.0,15472.0,7635.0,2008.0,12.0,5.141414141414142,1.1327231121281465,0.0,0.2,0.2,0.15,0.15,0.7000000000000001,1.35
1084.0,0.6500000000000001,22281109.0,1770.0,3796.0,0.0,5752.0,16367.0,2009.0,11.0,4.3116438356164375,2.144632768361582,0.0,0.2,0.2,0.15,0.15,0.7000000000000001,1.35
1084.0,0.6500000000000001,14188887.0,1394.0,598.0,0.0,75007.0,23134.0,2008.0,12.0,38.685618729096994,0.42898134863701576,0.0,0.2,0.1,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,34127538.0,4991.0,1507.0,0.0,39614.0,41691.0,2009.0,11.0,27.66489714664897,0.3019434982969345,0.0,0.2,0.1,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,23270734.0,874.0,277.0,0.0,30488.0,4952.0,2009.0,11.0,17.877256317689532,0.3169336384439359,0.0,0.2,0.1,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,63361655.0,658.0,693.0,0.0,6872.0,1887.0,2009.0,11.0,2.722943722943723,1.053191489361702,0.0,0.2,0.2,0.15,0.15,0.7000000000000001,1.35
1084.0,0.6500000000000001,49847052.0,5005.0,1305.0,0.0,163245.0,27534.0,2009.0,11.0,21.098850574712642,0.26073926073926074,0.0,0.2,0.1,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,15958527.0,2690.0,1389.0,0.0,76960.0,34929.0,2008.0,12.0,25.14686825053996,0.5163568773234201,0.0,0.2,0.1,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,29010761.0,1517.0,329.0,0.0,118018.0,13435.0,2009.0,11.0,40.83586626139817,0.2168754119973632,0.0,0.2,0.1,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,216071740.0,3088.0,2147.0,0.0,56817.0,46427.0,2010.0,10.0,21.624126688402423,0.6952720207253886,0.0,0.15,0.15,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,14161311.0,4726.0,1018.0,0.0,27727.0,20484.0,2008.0,12.0,20.121807465618858,0.21540414727041896,0.0,0.2,0.1,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,24042930.0,938.0,794.0,0.0,2578.0,13672.0,2009.0,11.0,17.2191435768262,0.8464818763326226,0.0,0.2,0.15,0.15,0.2,0.7,1.35
1084.0,0.6500000000000001,28645903.0,684.0,268.0,0.0,57384.0,13393.0,2009.0,11.0,49.97388059701493,0.391812865497076,0.0,0.2,0.1,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,102168505.0,2159.0,1445.0,0.0,98517.0,44734.0,2010.0,10.0,30.957785467128023,0.6692913385826772,0.0,0.15,0.15,0.2,0.2,0.7,1.35
1084.0,0.6500000000000001,162165832.0,785.0,2169.0,0.0,37206.0,8827.0,2010.0,10.0,4.069617335177502,2.7630573248407644,0.0,0.15,0.2,0.2,0.15,0.7000000000000001,1.35
1084.0,0.6500000000000001,316583593.0,965.0,409.0,0.0,43567.0,4825.0,2011.0,9.0,11.797066014669928,0.4238341968911917,0.0,0.15,0.1,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,22739317.0,697.0,250.0,0.0,15758.0,5364.0,2009.0,11.0,21.456,0.3586800573888092,0.0,0.2,0.1,0.15,0.2,0.6500000000000001,1.3000000000000005
1084.0,0.6500000000000001,67294242.0,1177.0,303.0,0.0,10166.0,3514.0,2009.0,11.0,11.597359735973596,0.2574341546304163,0.0,0.2,0.1,0.15,0.2,0.6500000000000001,1.3000000000000005
1084.0,0.6500000000000001,2468349785.0,511.0,422.0,0.0,47734.0,8005.0,2014.0,6.0,18.969194312796205,0.8258317025440313,0.0,0.1,0.15,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,71885220.0,725.0,103.0,0.0,20748.0,3139.0,2009.0,11.0,30.475728155339805,0.14206896551724138,0.0,0.2,0.05,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,100842326.0,1305.0,132.0,0.0,45700.0,18898.0,2009.0,11.0,143.16666666666666,0.10114942528735632,0.0,0.2,0.05,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,16388002.0,613.0,257.0,0.0,2436.0,5901.0,2008.0,12.0,22.961089494163428,0.4192495921696574,0.0,0.2,0.1,0.15,0.2,0.6500000000000001,1.3000000000000005
1084.0,0.6500000000000001,63006822.0,657.0,154.0,0.0,13298.0,12549.0,2009.0,11.0,81.48701298701299,0.2343987823439878,0.0,0.2,0.1,0.15,0.2,0.6500000000000001,1.3000000000000005
1084.0,0.6500000000000001,22328179.0,631.0,70.0,0.0,29006.0,980.0,2009.0,11.0,14.0,0.1109350237717908,0.0,0.2,0.05,0.2,0.2,0.65,1.3000000000000005
1084.0,0.6500000000000001,79320127.0,1833.0,436.0,0.0,18058.0,12994.0,2009.0,11.0,29.80275229357798,0.23786142935079105,0.0,0.2,0.1,0.15,0.2,0.6500000000000001,1.3000000000000005
1084.0,0.6500000000000001,418375336.0,754.0,992.0,0.0,6913.0,9326.0,2011.0,9.0,9.401209677419354,1.3156498673740054,0.0,0.15,0.2,0.15,0.15,0.65,1.3000000000000005
