user_id,weights,followers,foll_following,foll_follower,foll_isVerified,foll_favouritesCount,foll_statusCount,foll_profileTime,active_years,followers_following_ratio,status_followers_ratio,verified_score,active_year_score,ff_score,favorites_count_score,sf_score,followers_weights,final_weights
1688.0,0.9500000000000002,93692734.0,42181.0,38398.0,0.0,97538.0,109118.0,2009.0,11.0,0.9103150707664588,2.8417625918016567,0.0,0.15,0.15,0.1,0.15,0.55,1.5000000000000002
1688.0,0.9500000000000002,30126053.0,207.0,72.0,0.0,36571.0,24042.0,2009.0,11.0,0.3478260869565217,333.9166666666667,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,412947950.0,4968.0,4068.0,0.0,83339.0,39036.0,2011.0,9.0,0.8188405797101449,9.595870206489677,0.0,0.15,0.15,0.1,0.15,0.55,1.5000000000000002
1688.0,0.9500000000000002,59427578.0,3017.0,1057.0,0.0,20348.0,22449.0,2009.0,11.0,0.3503480278422274,21.238410596026487,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,25650958.0,4791.0,1169.0,0.0,84464.0,46470.0,2009.0,11.0,0.2439991651012315,39.7519247219846,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,53228449.0,4108.0,1866.0,0.0,66334.0,65946.0,2009.0,11.0,0.4542356377799416,35.340836012861736,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,15019754.0,2035.0,217.0,0.0,64910.0,4820.0,2008.0,12.0,0.10663390663390664,22.211981566820285,0.0,0.2,0.05,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,3110461544.0,1042.0,2414.0,0.0,295217.0,407588.0,2015.0,5.0,2.3166986564299425,168.84341342170669,0.0,0.05,0.2,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,261725827.0,1003.0,509.0,0.0,96155.0,65044.0,2011.0,9.0,0.5074775672981057,127.78781925343813,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
1688.0,0.9500000000000002,51956824.0,4992.0,1723.0,0.0,78728.0,35992.0,2009.0,11.0,0.3451522435897436,20.889146836912364,0.0,0.15,0.1,0.1,0.2,0.55,1.5000000000000002
