Node,Degree Centrality,Page Rank,Betweenness Centrality,Closeness Centrality
15432430,1,0.5216771254,0,0.155211438
15433763,1,0.5020010248,0,0.1721258512
15434832,1,0.5185264626,0,0.1583882181
15436155,1,0.4949054393,0,0.1774350566
15441965,1,0.4874654509,0,0.1679763291
15442971,1,0.4745147566,0,0.1836161188
15443718,1,0.5044723904,0,0.1572268507
15445129,2,0.9090562756,400867,0.1354427409
15446531,1,0.5221488617,0,0.1485118792
15447566,1,0.5148774809,0,0.1599021102
15448998,1,0.5226839739,0,0.1469147063
15449744,1,0.4845779473,0,0.1784499639
15450520,1,0.5044723904,0,0.1572268507
15450996,1,0.5116198477,0,0.1691165698
15451869,1,0.5294180931,0,0.502283105
15454668,1,0.5242486101,0,0.1446684073
15455253,1,0.496106897,0,0.1580304379
15455262,1,0.5227816702,0,0.1261084103
15460202,1,0.5173695661,0,0.1591708225
15461087,1,0.5216771254,0,0.155211438
15463610,1,0.5148774809,0,0.1599021102
15464517,1,0.5173695661,0,0.1591708225
15465602,1,0.5235272275,0,0.1380176159
15466386,3,1.200266078,1400803.159,0.1920048791
15469000,110,48.88378685,1503873,0.1092351489
15471040,1,0.5116198477,0,0.1691165698
15473940,1,0.5216771254,0,0.155211438
15474033,1,0.5207189469,0,0.1498842217
15474782,1,0.5216771254,0,0.155211438
15475578,1,0.5180188538,0,0.1562408356
15476099,1,0.5235272275,0,0.1380176159
15476712,1,0.4757008185,0,0.1698423208
15481546,1,0.5116198477,0,0.1691165698
15481645,1,0.5185264626,0,0.1583882181
15481856,1,0.485050837,0,0.1778907895
15483426,1,0.4991303222,0,0.1768460831
15483931,1,0.5254692297,0,0.1340222145
15484198,1,0.5132702341,0,0.1459426428
15487165,1,0.5116198477,0,0.1691165698
15488134,1,0.5171776873,0,0.1522833711
15488145,2,0.8829628701,604519.7339,0.1715587922
15488528,1,0.5138986805,0,0.1504180693
15489387,1,0.5226839739,0,0.1469147063
15492559,1,0.5269351717,0,0.1218250897
15492773,1,0.5242486101,0,0.1446684073
15494243,1,0.5276935202,0,0.09847860088
15496979,1,0.5112857449,0,0.1621254682
15497044,1,0.5281627218,0,0.5015673981
15498505,1,0.5183009249,0,0.161985172
15501088,1,0.5116198477,0,0.1691165698
15503224,1,0.5055314052,0,0.1778268461
15505784,1,0.5019555846,0,0.1559067171
15507739,1,0.5112857449,0,0.1621254682
15510536,1,0.5132702341,0,0.1459426428
15511378,1,0.5188341625,0,0.157387629
15515395,1,0.4964408467,0,0.1733016389
15515804,1,0.4757008185,0,0.1698423208
15518172,1,0.5183009249,0,0.161985172
15518286,1,0.5116198477,0,0.1691165698
15518855,1,0.4983118764,0,0.1550897935
15519481,1,0.5112857449,0,0.1621254682
15523178,1,0.5242486101,0,0.1446684073
15525153,1,0.5227816702,0,0.1261084103
15526259,1,0.5252243692,0,0.1353659728
15529203,1,0.5227816702,0,0.1261084103
15529667,1,0.526522584,0,0.1135800849
15531920,1,0.5237219983,0,0.1378747462
15532442,1,0.5324137599,0,0.504
15533054,1,0.5141897737,0,0.1634801492
15534789,1,0.5238004533,0,0.1386114836
15537855,1,0.5116198477,0,0.1691165698
15542238,1,0.4757008185,0,0.1698423208
15543780,1,0.5231402011,0,0.1419524093
15545122,3,1.135624286,171337.7395,0.1927798035
15545537,1,0.5185264626,0,0.1583882181
15546191,1,0.5100682131,0,0.1468492918
15546858,1,0.5221488617,0,0.1485118792
15548635,1,0.5019555846,0,0.1559067171
15552221,1,0.5116198477,0,0.1691165698
15557919,1,0.4845779473,0,0.1784499639
15558567,1,0.4949054393,0,0.1774350566
15562439,1,0.5294180931,0,0.502283105
15563349,1,0.5116198477,0,0.1691165698
15565732,1,0.485050837,0,0.1778907895
15569876,1,0.5019555846,0,0.1559067171
15572998,1,0.5112857449,0,0.1621254682
15573613,1,0.5252243692,0,0.1353659728
15576967,1,0.4921246501,0,0.1590867328
15582684,1,0.5020010248,0,0.1721258512
15583260,1,0.4982553157,0,0.1694890368
15587800,1,0.5020010248,0,0.1721258512
15588868,1,0.526522584,0,0.1135800849
15589945,1,0.5230694623,0,0.1429308459
15594861,1,0.5312920859,0,0.5033557047
15601396,1,0.5237219983,0,0.1378747462
15603647,1,0.5235171686,0,0.1455806621
15603727,1,0.5188341625,0,0.157387629
15605058,1,0.5057008967,0,0.1505652174
15605656,1,0.4975532672,0,0.1574627714
15607022,1,0.5171776873,0,0.1522833711
15607654,1,0.5216771254,0,0.155211438
15612060,1,0.5219780422,0,0.138356739
15612251,1,0.5138339068,0,0.1500400771
15614651,1,0.5218349112,0,0.1628842219
15615383,1,0.5255690894,0,0.1374697313
15616848,1,0.5227816702,0,0.1261084103
15619045,1,0.5113582462,0,0.1690133971
15626145,1,0.5276935202,0,0.09847860088
15627575,1,0.5148774809,0,0.1599021102
15631850,1,0.5183009249,0,0.161985172
15640698,1,0.4757008185,0,0.1698423208
15640738,1,0.5168404347,0,0.1378527925
15642227,1,0.5254692297,0,0.1340222145
15642479,1,0.5020010248,0,0.1721258512
15642702,1,0.5235272275,0,0.1380176159
15644010,1,0.5242486101,0,0.1446684073
15646204,1,0.5216771254,0,0.155211438
15647680,1,0.5338318903,0,0.1066210995
15647751,1,0.5216771254,0,0.155211438
15654868,1,0.5269351717,0,0.1218250897
15655376,1,0.5065079473,0,0.1698631481
15655796,1,0.5254692297,0,0.1340222145
15656663,2,0.8111095114,45767.10232,0.1766250988
15656687,1,0.5171776873,0,0.1522833711
15656913,1,0.5235272275,0,0.1380176159
15660499,1,0.5235171686,0,0.1455806621
15662883,1,0.5235171686,0,0.1455806621
15663943,1,0.5138986805,0,0.1504180693
15666595,1,0.5215602686,0,0.1612272452
15666773,1,0.4745147566,0,0.1836161188
15667291,1,0.5276935202,0,0.09847860088
15667313,1,0.4947251151,0,0.1553750897
15671604,2,0.8974247546,851584.1673,0.1517262531
15674884,1,0.5113582462,0,0.1690133971
15676749,1,0.5254692297,0,0.1340222145
15677369,1,0.5235171686,0,0.1455806621
15677901,1,0.5235272275,0,0.1380176159
15678339,1,0.5401252266,0,0.5084745763
15678351,1,0.5044723904,0,0.1572268507
15679315,1,0.5183009249,0,0.161985172
15690503,2,0.8729055992,229118.2533,0.1785880047
15691836,1,0.5216771254,0,0.155211438
15693742,1,0.4964408467,0,0.1733016389
15698349,1,0.5231402011,0,0.1419524093
15700362,1,0.5112857449,0,0.1621254682
15706235,1,0.5226839739,0,0.1469147063
15706633,1,0.5216771254,0,0.155211438
15707222,1,0.5235272275,0,0.1380176159
15707430,1,0.5238004533,0,0.1386114836
15712563,1,0.5171776873,0,0.1522833711
15712979,1,0.5055314052,0,0.1778268461
15716407,1,0.5254692297,0,0.1340222145
15719116,1,0.5230694623,0,0.1429308459
15721537,1,0.5238004533,0,0.1386114836
15725132,1,0.5141897737,0,0.1634801492
15725659,1,0.5116198477,0,0.1691165698
15726131,1,0.5281627218,0,0.5015673981
15729683,1,0.5173695661,0,0.1591708225
15729784,1,0.5116198477,0,0.1691165698
15730336,1,0.5173695661,0,0.1591708225
15731259,1,0.4925939119,0,0.1648772824
15732058,1,0.5188341625,0,0.157387629
15732429,108,47.50013678,1530810.441,0.1609144663
15732704,1,0.5116198477,0,0.1691165698
15738279,1,0.5230694623,0,0.1429308459
15738642,1,0.5242486101,0,0.1446684073
15741036,70,30.31261255,2542635.83,0.1527855906
15741883,1,0.4991303222,0,0.1768460831
15745470,1,0.4854086818,0,0.1644896214
15749997,1,0.5235272275,0,0.1380176159
15751780,1,0.5227816702,0,0.1261084103
15752560,1,0.5132702341,0,0.1459426428
15754995,1,0.5044723904,0,0.1572268507
15763715,1,0.526522584,0,0.1135800849
15764035,1,0.5173695661,0,0.1591708225
15764657,1,0.5116198477,0,0.1691165698
15765914,1,0.5216771254,0,0.155211438
15769042,1,0.5230694623,0,0.1429308459
15773164,1,0.5116198477,0,0.1691165698
15775185,1,0.5216771254,0,0.155211438
15776251,1,0.5324137599,0,0.504
15776937,1,0.5055314052,0,0.1778268461
15778983,1,0.5116198477,0,0.1691165698
15779030,1,0.5116198477,0,0.1691165698
15779125,1,0.502992167,0,0.1696758862
15780038,1,0.5338318903,0,0.1066210995
15783127,1,0.5138339068,0,0.1500400771
15784302,2,0.8663943552,749307.9222,0.1696800431
15784311,1,0.5287743237,0,0.5019157088
15790392,1,0.5252243692,0,0.1353659728
15790787,1,0.5116198477,0,0.1691165698
15792735,1,0.5268412341,0,0.2579439252
15793119,1,0.5237219983,0,0.1378747462
15797504,1,0.5282334861,0,0.501607717
15801558,1,0.5252243692,0,0.1353659728
15807502,1,0.5230694623,0,0.1429308459
15808660,1,0.496335375,0,0.162098907
15810265,1,0.5156593974,0,0.1463280656
15811263,1,0.5226839739,0,0.1469147063
15811931,1,0.5235272275,0,0.1380176159
15813570,1,0.526522584,0,0.1135800849
15819550,1,0.5207189469,0,0.1498842217
15822295,1,0.4745147566,0,0.1836161188
15822929,1,0.4947437553,0,0.1579223385
15823571,1,0.5252243692,0,0.1353659728
15829367,1,0.5207189469,0,0.1498842217
15829472,1,0.5294180931,0,0.502283105
15830152,1,0.5235171686,0,0.1455806621
15830958,1,0.5034475797,0,0.1599685883
15832624,2,0.8521417434,272431.7616,0.1781424419
15833341,1,0.5276935202,0,0.09847860088
15836297,1,0.5171776873,0,0.1522833711
15836527,1,0.5252243692,0,0.1353659728
15838032,1,0.5148774809,0,0.1599021102
15839432,1,0.5242486101,0,0.1446684073
15844383,1,0.5116198477,0,0.1691165698
15846080,1,0.5020010248,0,0.1721258512
15847001,1,0.5112857449,0,0.1621254682
15848563,1,0.5055314052,0,0.1778268461
15852223,1,0.4991303222,0,0.1768460831
15854117,1,0.5183009249,0,0.161985172
15855002,1,0.5338592929,0,0.127809559
15855042,1,0.502992167,0,0.1696758862
15858700,1,0.5231402011,0,0.1419524093
15861147,1,0.5219780422,0,0.138356739
15864626,1,0.5171776873,0,0.1522833711
15866775,1,0.5034475797,0,0.1599685883
15870282,1,0.5226839739,0,0.1469147063
15879678,1,0.5138339068,0,0.1500400771
15880390,1,0.485050837,0,0.1778907895
15882393,1,0.5113582462,0,0.1690133971
15882648,1,0.5112857449,0,0.1621254682
15883826,1,0.5230694623,0,0.1429308459
15886135,1,0.4978456854,0,0.1623382711
15886785,1,0.4949054393,0,0.1774350566
15890455,1,0.5218349112,0,0.1628842219
15892016,1,0.4854086818,0,0.1644896214
15897292,1,0.5216771254,0,0.155211438
15897891,1,0.5235272275,0,0.1380176159
15899353,1,0.5138986805,0,0.1504180693
15905092,1,0.5030463868,0,0.162106495
15907305,1,0.5138986805,0,0.1504180693
15912616,1,0.5148774809,0,0.1599021102
15913066,1,0.5235272275,0,0.1380176159
15913330,1,0.485050837,0,0.1778907895
15915334,1,0.4964408467,0,0.1733016389
15918353,1,0.502992167,0,0.1696758862
15919256,1,0.5141897737,0,0.1634801492
15921141,1,0.5171776873,0,0.1522833711
15921862,1,0.5055314052,0,0.1778268461
15925093,1,0.4949054393,0,0.1774350566
15926376,1,0.5230694623,0,0.1429308459
15930027,1,0.5216771254,0,0.155211438
15932085,1,0.502992167,0,0.1696758862
15933274,1,0.5207189469,0,0.1498842217
15934328,1,0.485050837,0,0.1778907895
15934748,1,0.5055314052,0,0.1778268461
15936981,1,0.4983118764,0,0.1550897935
15937232,1,0.5235171686,0,0.1455806621
15946493,1,0.4947437553,0,0.1579223385
15947185,1,0.5218349112,0,0.1628842219
15947897,1,0.5116198477,0,0.1691165698
15948258,1,0.5218349112,0,0.1628842219
15950298,1,0.5238004533,0,0.1386114836
15951125,1,0.5180185806,0,0.1325372677
15953511,1,0.4976999828,0,0.1615770442
15953625,1,0.5238004533,0,0.1386114836
15953652,1,0.5216771254,0,0.155211438
15955836,1,0.5044723904,0,0.1572268507
15956391,1,0.4982553157,0,0.1694890368
15959351,1,0.5215602686,0,0.1612272452
15968273,1,0.4949054393,0,0.1774350566
15969630,1,0.5168404347,0,0.1378527925
15973356,1,0.5018506279,0,0.154418978
15974153,1,0.4983118764,0,0.1550897935
15975240,1,0.4947251151,0,0.1553750897
15976697,1,0.5116198477,0,0.1691165698
15977393,1,0.5044723904,0,0.1572268507
15977444,1,0.4845779473,0,0.1784499639
15984495,2,0.8223604369,110105.6894,0.1884266942
15985346,1,0.5287743237,0,0.5019157088
15986565,1,0.4983118764,0,0.1550897935
15986806,1,0.5116198477,0,0.1691165698
15986949,1,0.5092575553,0,0.1394010144
15990060,1,0.5254692297,0,0.1340222145
15993745,224,98.44213372,3078206.935,0.1601146648
15995652,1,0.502992167,0,0.1696758862
15996671,1,0.4978456854,0,0.1623382711
15998041,1,0.5044723904,0,0.1572268507
16005814,1,0.4845779473,0,0.1784499639
16006323,1,0.5112857449,0,0.1621254682
16009079,1,0.4982553157,0,0.1694890368
16014000,1,0.5235272275,0,0.1380176159
16015335,1,0.4921246501,0,0.1590867328
16015434,1,0.5148774809,0,0.1599021102
16023201,1,0.5148774809,0,0.1599021102
16023409,1,0.5180188538,0,0.1562408356
16027100,1,0.5055314052,0,0.1778268461
16029441,1,0.5252243692,0,0.1353659728
16030350,1,0.5018506279,0,0.154418978
16031124,1,0.5055314052,0,0.1778268461
16033537,1,0.5141897737,0,0.1634801492
16039109,1,0.5019555846,0,0.1559067171
16039333,1,0.5116198477,0,0.1691165698
16041882,1,0.5112857449,0,0.1621254682
16043254,1,0.5020010248,0,0.1721258512
16043688,1,0.5235272275,0,0.1380176159
16045559,1,0.5231402011,0,0.1419524093
16045956,1,0.5116198477,0,0.1691165698
16046375,1,0.4982553157,0,0.1694890368
16047083,1,0.5216771254,0,0.155211438
16049299,1,0.5188341625,0,0.157387629
16050065,2,0.8364285722,220361.436,0.1816179363
16050296,1,0.5113582462,0,0.1690133971
16051808,1,0.5116198477,0,0.1691165698
16054378,1,0.5254692297,0,0.1340222145
16054731,1,0.5242486101,0,0.1446684073
16056306,1,0.5116198477,0,0.1691165698
16056330,1,0.5237219983,0,0.1378747462
16057997,1,0.5216771254,0,0.155211438
16059332,1,0.5235171686,0,0.1455806621
16059905,1,0.5230694623,0,0.1429308459
16062369,1,0.4845779473,0,0.1784499639
16068266,1,0.5116198477,0,0.1691165698
16072199,1,0.4947437553,0,0.1579223385
16074930,2,0.8492161457,152441.0281,0.1690959252
16075214,2,0.8411095793,105759.9794,0.1698339913
16077009,1,0.5235272275,0,0.1380176159
16082036,1,0.5235272275,0,0.1380176159
16082560,1,0.5138986805,0,0.1504180693
16082726,1,0.5401252266,0,0.5084745763
16082911,1,0.5018506279,0,0.154418978
16083098,1,0.5401252266,0,0.5084745763
16086855,1,0.5235272275,0,0.1380176159
16088048,1,0.5218349112,0,0.1628842219
16089411,1,0.5171776873,0,0.1522833711
16090814,1,0.5168404347,0,0.1378527925
16092574,1,0.5294180931,0,0.502283105
16094355,1,0.5132702341,0,0.1459426428
16094536,1,0.5183009249,0,0.161985172
16095572,1,0.5055314052,0,0.1778268461
16099267,1,0.5180188538,0,0.1562408356
16099886,1,0.5238004533,0,0.1386114836
16104373,1,0.5044723904,0,0.1572268507
16111749,1,0.5235171686,0,0.1455806621
16112415,1,0.496335375,0,0.162098907
16114917,1,0.5116198477,0,0.1691165698
16115886,1,0.4757008185,0,0.1698423208
16116764,1,0.501459897,0,0.1483814298
16116771,1,0.5237219983,0,0.1378747462
16117386,1,0.5294180931,0,0.502283105
16118433,1,0.5235171686,0,0.1455806621
16121943,2,0.8422970225,50863.49332,0.1650147718
16122121,1,0.5235272275,0,0.1380176159
16124240,1,0.5038939136,0,0.1448590312
16124319,1,0.4975532672,0,0.1574627714
16125790,1,0.5019555846,0,0.1559067171
16126957,1,0.5280312578,0,0.5014925373
16129534,1,0.5188341625,0,0.157387629
16130271,1,0.5235171686,0,0.1455806621
16132289,1,0.5116198477,0,0.1691165698
16132476,1,0.5235171686,0,0.1455806621
16135299,1,0.4939585277,0,0.1514409411
16135651,1,0.5038939136,0,0.1448590312
16136634,1,0.5113582462,0,0.1690133971
16140358,1,0.5112857449,0,0.1621254682
16143420,1,0.5065079473,0,0.1698631481
16145684,1,0.5312920859,0,0.5033557047
16146535,2,0.8289871483,132472.7406,0.1860177799
16146603,1,0.5132702341,0,0.1459426428
16149009,1,0.5268412341,0,0.2579439252
16151355,1,0.5185264626,0,0.1583882181
16152295,1,0.5431381573,0,0.1268451705
16152935,1,0.5235171686,0,0.1455806621
16154568,1,0.5112857449,0,0.1621254682
16155063,1,0.5235272275,0,0.1380176159
16155384,1,0.5252243692,0,0.1353659728
16158176,1,0.5230694623,0,0.1429308459
16158514,1,0.5212002309,0,0.1458565863
16160943,1,0.4982553157,0,0.1694890368
16163098,1,0.4757008185,0,0.1698423208
16164155,1,0.5020010248,0,0.1721258512
16164636,1,0.5116198477,0,0.1691165698
16164687,1,0.5171776873,0,0.1522833711
16164869,1,0.4991303222,0,0.1768460831
16165175,1,0.5235272275,0,0.1380176159
16167626,1,0.5242486101,0,0.1446684073
16169070,1,0.5242486101,0,0.1446684073
16169272,1,0.5207189469,0,0.1498842217
16170888,1,0.4854086818,0,0.1644896214
16176972,1,0.5055314052,0,0.1778268461
16177247,1,0.5020010248,0,0.1721258512
16177377,1,0.4991303222,0,0.1768460831
16177985,1,0.5092575553,0,0.1394010144
16179251,1,0.5034475797,0,0.1599685883
16179317,1,0.5183009249,0,0.161985172
16179490,1,0.5065079473,0,0.1698631481
16179517,1,0.5132702341,0,0.1459426428
16180872,1,0.5324137599,0,0.504
16183458,1,0.5116198477,0,0.1691165698
16185757,1,0.5065079473,0,0.1698631481
16186656,2,0.8736856287,231058.854,0.1772670267
16186976,1,0.5324137599,0,0.504
16187539,1,0.5132702341,0,0.1459426428
16187637,1,0.5116198477,0,0.1691165698
16187880,1,0.5171776873,0,0.1522833711
16188111,1,0.4934061095,0,0.1433509262
16190397,1,0.4854086818,0,0.1644896214
16191846,1,0.5148774809,0,0.1599021102
16196491,1,0.5112857449,0,0.1621254682
16202245,1,0.5235171686,0,0.1455806621
16203515,1,0.5231402011,0,0.1419524093
16205041,1,0.5216771254,0,0.155211438
16206610,1,0.5254692297,0,0.1340222145
16206682,1,0.5141897737,0,0.1634801492
16207899,1,0.5020010248,0,0.1721258512
16211566,1,0.5226839739,0,0.1469147063
16212541,1,0.5185264626,0,0.1583882181
16214496,1,0.5226839739,0,0.1469147063
16215350,1,0.4947437553,0,0.1579223385
16215849,1,0.5230694623,0,0.1429308459
16220212,1,0.5252243692,0,0.1353659728
16221813,1,0.5216771254,0,0.155211438
16225955,1,0.5044723904,0,0.1572268507
16226652,1,0.4978456854,0,0.1623382711
16228021,1,0.5216771254,0,0.155211438
16228554,1,0.5235171686,0,0.1455806621
16230307,1,0.4982553157,0,0.1694890368
16235784,1,0.5235272275,0,0.1380176159
16238919,1,0.5235171686,0,0.1455806621
16240250,1,0.5256037818,0,0.137682888
16241255,1,0.5218349112,0,0.1628842219
16244603,1,0.5226839739,0,0.1469147063
16244891,1,0.5148774809,0,0.1599021102
16245971,1,0.5221488617,0,0.1485118792
16246931,1,0.4991303222,0,0.1768460831
16247702,1,0.496335375,0,0.162098907
16247764,1,0.5173695661,0,0.1591708225
16248319,1,0.5113582462,0,0.1690133971
16248357,1,0.5020010248,0,0.1721258512
16248895,1,0.5055314052,0,0.1778268461
16251355,1,0.5171776873,0,0.1522833711
16253962,1,0.9670543998,0,1
16255515,235,99.98408311,7562899.863,0.2035352719
16256826,1,0.5044723904,0,0.1572268507
16259632,1,0.5235171686,0,0.1455806621
16259845,2,0.8642779186,137644.2605,0.1775760839
16260659,1,0.4978456854,0,0.1623382711
16261638,2,0.8902471582,416754.1245,0.1583483847
16265229,1,0.5057008967,0,0.1505652174
16266322,1,0.5221488617,0,0.1485118792
16268718,1,0.5238004533,0,0.1386114836
16271103,1,0.5276935202,0,0.09847860088
16272976,1,0.5112857449,0,0.1621254682
16275998,1,0.5185264626,0,0.1583882181
16278368,1,0.5038939136,0,0.1448590312
16279880,1,0.501459897,0,0.1483814298
16280513,1,0.5227816702,0,0.1261084103
16286903,1,0.5019555846,0,0.1559067171
16287768,1,0.526522584,0,0.1135800849
16293469,1,0.5268412341,0,0.2579439252
16297024,1,0.5171776873,0,0.1522833711
16299144,1,0.5183009249,0,0.161985172
16300302,1,0.4854086818,0,0.1644896214
16302090,1,0.5269351717,0,0.1218250897
16302731,1,0.4745147566,0,0.1836161188
16307887,1,0.5138339068,0,0.1500400771
16310781,1,0.5226839739,0,0.1469147063
16315143,2,0.8220434066,62267.6206,0.1824696367
16315537,1,0.4874654509,0,0.1679763291
16316095,1,0.5141897737,0,0.1634801492
16316684,1,0.5116198477,0,0.1691165698
16317079,1,0.5330887464,0,0.1198352827
16319059,1,0.4854086818,0,0.1644896214
16322640,1,0.5180188538,0,0.1562408356
16323835,2,0.8634319031,739865.9054,0.1880276911
16325990,1,0.4828548109,0,0.1623192482
16328437,1,0.5254692297,0,0.1340222145
16329747,1,0.5020010248,0,0.1721258512
16331801,1,0.5226839739,0,0.1469147063
16332326,1,0.4991303222,0,0.1768460831
16332731,1,0.5065079473,0,0.1698631481
16334341,1,0.5112857449,0,0.1621254682
16334683,1,0.4745147566,0,0.1836161188
16334935,1,0.4745147566,0,0.1836161188
16335069,1,0.5173695661,0,0.1591708225
16336224,1,0.5044723904,0,0.1572268507
16344282,1,0.5218349112,0,0.1628842219
16345752,1,0.5116198477,0,0.1691165698
16347021,1,0.5116198477,0,0.1691165698
16347243,1,0.5171776873,0,0.1522833711
16351005,2,0.853851652,186898.4451,0.175457263
16351985,1,0.4947437553,0,0.1579223385
16353758,1,0.5216771254,0,0.155211438
16354450,1,0.5255690894,0,0.1374697313
16355989,1,0.4757008185,0,0.1698423208
16356226,1,0.5148774809,0,0.1599021102
16356322,1,0.5226839739,0,0.1469147063
16362921,1,0.5218349112,0,0.1628842219
16363958,1,0.5040605598,0,0.1397582582
16364410,1,0.4854086818,0,0.1644896214
16365349,1,0.5226839739,0,0.1469147063
16366617,1,0.5148774809,0,0.1599021102
16368708,1,0.4975532672,0,0.1574627714
16370212,1,0.5132702341,0,0.1459426428
16371006,1,0.5116198477,0,0.1691165698
16371887,1,0.5116198477,0,0.1691165698
16373492,1,0.5183009249,0,0.161985172
16374815,1,0.5257846545,0,0.1221559843
16378193,1,0.5235272275,0,0.1380176159
16379909,1,0.5020010248,0,0.1721258512
16383211,1,0.5138986805,0,0.1504180693
16383523,3,1.176967464,1914360.944,0.1971590424
16383554,1,0.5018506279,0,0.154418978
16385556,1,0.502992167,0,0.1696758862
16385605,1,0.5092575553,0,0.1394010144
16386126,1,0.5269351717,0,0.1218250897
16388972,2,0.8800351701,767588.402,0.1722585619
16392208,1,0.5030463868,0,0.162106495
16396118,1,0.5055314052,0,0.1778268461
16400248,1,0.5055314052,0,0.1778268461
16405291,1,0.5116198477,0,0.1691165698
16406380,1,0.5171776873,0,0.1522833711
16406487,1,0.5113582462,0,0.1690133971
16408207,1,0.5132702341,0,0.1459426428
16408253,1,0.5180188538,0,0.1562408356
16408790,1,0.5252243692,0,0.1353659728
16408881,1,0.5020010248,0,0.1721258512
16410258,1,0.5168404347,0,0.1378527925
16410554,1,0.5218349112,0,0.1628842219
16411096,1,0.5065079473,0,0.1698631481
16411802,1,0.5132702341,0,0.1459426428
16414242,1,0.5112857449,0,0.1621254682
16415331,1,0.4947437553,0,0.1579223385
16416697,1,0.5218349112,0,0.1628842219
16419969,1,0.5254692297,0,0.1340222145
16423054,1,0.4949054393,0,0.1774350566
16424296,1,0.5247407807,0,0.1287408454
16424384,2,0.837409703,112584.4114,0.1785189577
16424736,1,0.5207189469,0,0.1498842217
16424768,1,0.5338592929,0,0.127809559
16426959,1,0.4964408467,0,0.1733016389
16427094,1,0.5235171686,0,0.1455806621
16428901,1,0.5235272275,0,0.1380176159
16434402,1,0.5216771254,0,0.155211438
16436919,1,0.5019555846,0,0.1559067171
16437255,1,0.5132702341,0,0.1459426428
16437855,1,0.5219780422,0,0.138356739
16437969,1,0.5226839739,0,0.1469147063
16438943,1,0.5230694623,0,0.1429308459
16439332,1,0.5180185806,0,0.1325372677
16440298,1,0.5116198477,0,0.1691165698
16442690,2,0.8297945923,110993.6704,0.184359029
16444051,1,0.526995943,0,0.1377266942
16444840,1,0.4978456854,0,0.1623382711
16444978,1,0.5216771254,0,0.155211438
16446860,1,0.5238004533,0,0.1386114836
16447162,1,0.5112857449,0,0.1621254682
16453295,1,0.5171776873,0,0.1522833711
16453996,1,0.5055314052,0,0.1778268461
16454679,1,0.5171776873,0,0.1522833711
16455288,1,0.5254692297,0,0.1340222145
16456086,1,0.5236214064,0,0.1503592905
16459899,1,0.496106897,0,0.1580304379
16463257,1,0.485050837,0,0.1778907895
16465359,1,0.5065079473,0,0.1698631481
16470495,1,0.5148774809,0,0.1599021102
16474630,1,0.5112857449,0,0.1621254682
16475861,1,0.5185264626,0,0.1583882181
16476783,1,0.5116198477,0,0.1691165698
16478456,1,0.5092575553,0,0.1394010144
16480000,1,0.5168404347,0,0.1378527925
16481340,1,0.5019555846,0,0.1559067171
16482348,1,0.5254692297,0,0.1340222145
16482586,1,0.5055314052,0,0.1778268461
16483574,1,0.4978456854,0,0.1623382711
16492765,1,0.5112857449,0,0.1621254682
16494185,1,0.5207189469,0,0.1498842217
16494321,1,0.5065079473,0,0.1698631481
16494536,1,0.5227816702,0,0.1261084103
16495122,1,0.5044723904,0,0.1572268507
16498848,1,0.5266568088,0,0.1384424722
16502027,1,0.5276935202,0,0.09847860088
16503460,1,0.5173695661,0,0.1591708225
16509357,1,0.5092575553,0,0.1394010144
16521954,12,5.57443092,152306,0.1243592161
16529452,1,0.5219780422,0,0.138356739
16531257,1,0.4925939119,0,0.1648772824
16531363,1,0.5294180931,0,0.502283105
16533820,2,0.8458085893,90928.48183,0.1766836735
16535490,1,0.5173695661,0,0.1591708225
16536920,1,0.5148774809,0,0.1599021102
16540610,1,0.5226839739,0,0.1469147063
16544619,1,0.5235272275,0,0.1380176159
16545933,1,0.4982553157,0,0.1694890368
16547775,1,0.485050837,0,0.1778907895
16548339,1,0.5321980023,0,0.503875969
16548434,1,0.5113582462,0,0.1690133971
16548855,3,1.133070388,117936.9424,0.1881656162
16553198,1,0.5173695661,0,0.1591708225
16554579,1,0.5055314052,0,0.1778268461
16556523,1,0.5116198477,0,0.1691165698
16556657,1,0.5242486101,0,0.1446684073
16558608,1,0.5168404347,0,0.1378527925
16564427,1,0.5018506279,0,0.154418978
16568687,1,0.5112857449,0,0.1621254682
16569010,1,0.5141897737,0,0.1634801492
16572313,1,0.5235171686,0,0.1455806621
16573859,1,0.5227816702,0,0.1261084103
16574706,1,0.5235171686,0,0.1455806621
16575985,1,0.5281627218,0,0.5015673981
16581780,1,0.4939585277,0,0.1514409411
16582131,1,0.5020010248,0,0.1721258512
16582191,1,0.5235171686,0,0.1455806621
16582289,2,0.8629642464,275648.4609,0.1815417682
16582329,1,0.5097917994,0,0.1502842512
16584035,1,0.4982553157,0,0.1694890368
16585101,1,0.496106897,0,0.1580304379
16585184,4,1.607837843,2204320.803,0.1879715573
16586168,1,0.5304219956,0,0.5028571429
16590240,1,0.5235272275,0,0.1380176159
16592565,1,0.4745147566,0,0.1836161188
16592952,1,0.4845779473,0,0.1784499639
16594918,1,0.4845779473,0,0.1784499639
16598023,1,0.5100682131,0,0.1468492918
16598909,1,0.5252243692,0,0.1353659728
16600574,4,1.492101506,367369.5854,0.1913682582
16606794,1,0.5338318903,0,0.1066210995
16607401,1,0.4925939119,0,0.1648772824
16607674,1,0.4874654509,0,0.1679763291
16609760,1,0.4874654509,0,0.1679763291
16615594,1,0.5173695661,0,0.1591708225
16616370,1,0.5180188538,0,0.1562408356
16618234,1,0.5132702341,0,0.1459426428
