Node,Degree Centrality,Page Rank,Betweeness Centrality,Closeness Centrality
17164470,1,0.5235804116,0.5235804116,0.1572826597
17165909,1,0.513568361,0.513568361,0.1461295747
17172028,1,0.523109861,0.523109861,0.1434437086
17173109,1,0.5593763941,0.5593763941,0.52
17174850,1,0.5157832797,0.5157832797,0.1650140647
17183299,1,0.5249552105,0.5249552105,0.1426183675
17188764,1,0.5046257541,0.5046257541,0.160733857
17188950,1,0.5171773727,0.5171773727,0.1571176681
17190514,1,0.4908191373,0.4908191373,0.1780844443
17192613,2,0.822179763,0.822179763,0.1856799958
17193918,1,0.5249552105,0.5249552105,0.1426183675
17194090,1,0.5046257541,0.5046257541,0.160733857
17195540,1,0.4962191574,0.4962191574,0.1858908342
17198385,1,0.523109861,0.523109861,0.1434437086
17199722,1,0.5218693478,0.5218693478,0.1227291747
17200116,1,0.526025145,0.526025145,0.1448844341
17204619,1,0.508224502,0.508224502,0.1499584603
17207510,1,0.5216159708,0.5216159708,0.1567957056
17211476,1,0.5218693478,0.5218693478,0.1227291747
17212716,1,0.5171773727,0.5171773727,0.1571176681
17212893,1,0.526025145,0.526025145,0.1448844341
17216771,1,0.5261330995,0.5261330995,0.1319246627
17218831,1,0.5324137599,0.5324137599,0.504
17220786,1,0.5144102958,0.5144102958,0.1469685582
17221363,1,0.5228593107,0.5228593107,0.1551917989
17221422,1,0.5287410823,0.5287410823,0.1135751279
17226097,1,0.5268314521,0.5268314521,0.1311528859
17231467,1,0.5215179336,0.5215179336,0.1631250869
17233386,1,0.4968701464,0.4968701464,0.1554385268
17237662,1,0.5271354822,0.5271354822,0.08500887585
17238147,1,0.5249552105,0.5249552105,0.1426183675
17240761,1,0.4962013989,0.4962013989,0.1837557754
17250508,1,0.5252894819,0.5252894819,0.1271012007
17258856,1,0.5044910494,0.5044910494,0.1560726321
17261066,1,0.4962013989,0.4962013989,0.1837557754
17266436,1,0.4962191574,0.4962191574,0.1858908342
17267116,1,0.5170105531,0.5170105531,0.3351206434
17267779,1,0.4826710037,0.4826710037,0.1729012133
17269569,1,0.5171773727,0.5171773727,0.1571176681
17273394,1,0.5293445036,0.5293445036,0.1132991051
17274943,1,0.5238685491,0.5238685491,0.1474456988
17276792,1,0.5081833792,0.5081833792,0.1858908342
17279752,1,0.5172091209,0.5172091209,0.1594848094
17280468,1,0.5046257541,0.5046257541,0.160733857
17281087,1,0.5218693478,0.5218693478,0.1227291747
17282261,1,0.5157832797,0.5157832797,0.1650140647
17285314,1,0.5215179336,0.5215179336,0.1631250869
17289494,2,0.8416486749,0.8416486749,0.1468704361
17291524,1,0.5252894819,0.5252894819,0.1271012007
17296551,1,0.5228593107,0.5228593107,0.1551917989
17297176,1,0.5220016244,0.5220016244,0.1508421188
17298365,1,0.5220016244,0.5220016244,0.1508421188
17299591,1,0.5046257541,0.5046257541,0.160733857
17300204,1,0.4954399808,0.4954399808,0.1630344157
17300303,1,0.5157832797,0.5157832797,0.1650140647
17301873,1,0.5205445002,0.5205445002,0.1492462951
17312357,78,33.28459486,33.28459486,0.1696755688
17312943,1,0.5206701972,0.5206701972,0.1209369846
17313252,92,38.77922123,38.77922123,0.1842174129
17314715,1,0.5349802892,0.5349802892,0.1344853278
17322615,1,0.5062228205,0.5062228205,0.1763445978
17328331,1,0.5258569726,0.5258569726,0.1406718357
17328736,1,0.511537912,0.511537912,0.1698885028
17329369,1,0.5238685491,0.5238685491,0.1474456988
17329743,1,0.5062228205,0.5062228205,0.1763445978
17337907,1,0.5252894819,0.5252894819,0.1271012007
17338082,1,0.4968701464,0.4968701464,0.1554385268
17338221,1,0.5166641925,0.5166641925,0.1476621987
17339015,1,0.4826710037,0.4826710037,0.1729012133
17339508,1,0.4991343035,0.4991343035,0.1825028518
17339512,1,0.511537912,0.511537912,0.1698885028
17341436,1,0.5356745781,0.5356745781,0.5058823529
17343510,1,0.4855054463,0.4855054463,0.1450575944
17346598,1,0.526025145,0.526025145,0.1448844341
17348169,1,0.5081833792,0.5081833792,0.1858908342
17349381,1,0.5170105531,0.5170105531,0.3351206434
17351382,1,0.5315374596,0.5315374596,0.5034965035
17365683,1,0.5166641925,0.5166641925,0.1476621987
17367006,1,0.4954399808,0.4954399808,0.1630344157
17367875,1,0.5171773727,0.5171773727,0.1571176681
17372211,1,0.4817374452,0.4817374452,0.1670582372
17373190,1,0.5249552105,0.5249552105,0.1426183675
17377140,1,0.5172913539,0.5172913539,0.339673913
17378581,1,0.4962013989,0.4962013989,0.1837557754
17384585,1,0.4962191574,0.4962191574,0.1858908342
17388259,1,0.5166641925,0.5166641925,0.1476621987
17388621,1,0.5261330995,0.5261330995,0.1319246627
17388941,1,0.5267850273,0.5267850273,0.1363979849
17395296,1,0.4991343035,0.4991343035,0.1825028518
17396756,1,0.5266969304,0.5266969304,0.1238280357
17396839,1,0.4962013989,0.4962013989,0.1837557754
17404351,1,0.5228593107,0.5228593107,0.1551917989
17406439,1,0.5267504246,0.5267504246,0.1276127114
17408645,1,0.5136826494,0.5136826494,0.1482312066
17410385,1,0.5267850273,0.5267850273,0.1363979849
17420748,1,0.5258584431,0.5258584431,0.1492083342
17421686,1,0.5228593107,0.5228593107,0.1551917989
17424987,1,0.474726498,0.474726498,0.1603019538
17426355,1,0.5622074815,0.5622074815,0.5217391304
17427218,1,0.4962191574,0.4962191574,0.1858908342
17431516,1,0.5266969304,0.5266969304,0.1238280357
17434665,2,0.8329509985,0.8329509985,0.1608366843
17448097,1,0.5172913539,0.5172913539,0.339673913
17449980,1,0.4929332259,0.4929332259,0.148914791
17452651,1,0.4978382703,0.4978382703,0.1514294319
17459025,1,0.4962191574,0.4962191574,0.1858908342
17459577,1,0.5249552105,0.5249552105,0.1426183675
17467699,1,0.4978382703,0.4978382703,0.1514294319
17469289,1,0.511537912,0.511537912,0.1698885028
17469760,1,0.5249552105,0.5249552105,0.1426183675
17477864,2,0.843053666,0.843053666,0.1777471973
17482792,1,0.5261330995,0.5261330995,0.1319246627
17483215,1,0.5215179336,0.5215179336,0.1631250869
17485196,1,0.5214974214,0.5214974214,0.1225582367
17487038,1,0.5171773727,0.5171773727,0.1571176681
17487442,1,0.523109861,0.523109861,0.1434437086
17487646,1,0.4962013989,0.4962013989,0.1837557754
17490827,1,0.5171773727,0.5171773727,0.1571176681
17492386,1,0.5267504246,0.5267504246,0.1276127114
17492561,1,0.5266969304,0.5266969304,0.1238280357
17494010,1,0.513568361,0.513568361,0.1461295747
17506128,1,0.5166641925,0.5166641925,0.1476621987
17509110,1,0.4991343035,0.4991343035,0.1825028518
17511720,1,0.5170105531,0.5170105531,0.3351206434
17514441,1,0.4842930249,0.4842930249,0.1522811344
17524805,1,0.526025145,0.526025145,0.1448844341
17528883,1,0.5267057058,0.5267057058,0.1166155885
17529052,1,0.5215179336,0.5215179336,0.1631250869
17529731,1,0.526025145,0.526025145,0.1448844341
17531042,1,0.5215179336,0.5215179336,0.1631250869
17532099,1,0.526025145,0.526025145,0.1448844341
17536486,3,1.179083441,1.179083441,0.2011918031
17539091,1,0.526025145,0.526025145,0.1448844341
17539233,1,0.5044910494,0.5044910494,0.1560726321
17539600,1,0.5144102958,0.5144102958,0.1469685582
17546547,1,0.5287236201,0.5287236201,0.5018867925
17546887,1,0.5267057058,0.5267057058,0.1166155885
17547310,1,0.5287236201,0.5287236201,0.5018867925
17551973,1,0.5235804116,0.5235804116,0.1572826597
17552616,1,0.5275406231,0.5275406231,0.1339020772
17552913,1,0.4962013989,0.4962013989,0.1837557754
17556402,1,0.5157832797,0.5157832797,0.1650140647
17564690,1,0.5258584431,0.5258584431,0.1492083342
17568482,1,0.5171773727,0.5171773727,0.1571176681
17571843,1,0.5258584431,0.5258584431,0.1492083342
17575930,1,0.5205445002,0.5205445002,0.1492462951
17576495,1,0.5220016244,0.5220016244,0.1508421188
17577750,1,0.5170063858,0.5170063858,0.14007004
17586118,2,0.8758055452,0.8758055452,0.1842125922
17588050,1,0.4962013989,0.4962013989,0.1837557754
17595758,1,0.5172913539,0.5172913539,0.339673913
17595816,1,0.4899176082,0.4899176082,0.1614045949
17617627,1,0.5249552105,0.5249552105,0.1426183675
17621620,1,0.526025145,0.526025145,0.1448844341
17622291,1,0.5258569726,0.5258569726,0.1406718357
17623258,1,0.5262848565,0.5262848565,0.1019892208
17625522,1,0.5220016244,0.5220016244,0.1508421188
17625968,1,0.5136826494,0.5136826494,0.1482312066
17631705,1,0.5252894819,0.5252894819,0.1271012007
17636267,1,0.4861308158,0.4861308158,0.1820874289
17639359,1,0.5270017416,0.5270017416,0.1428325048
17640999,1,0.4899176082,0.4899176082,0.1614045949
17642330,1,0.4817374452,0.4817374452,0.1670582372
17648928,1,0.5258584431,0.5258584431,0.1492083342
17670227,1,0.5220016244,0.5220016244,0.1508421188
17676264,1,0.5200812379,0.5200812379,0.1583119687
17677016,1,0.4861308158,0.4861308158,0.1820874289
17679704,1,0.4962013989,0.4962013989,0.1837557754
17680810,1,0.523109861,0.523109861,0.1434437086
17680842,1,0.4860489397,0.4860489397,0.1645627323
17681513,3,1.25090276,1.25090276,0.1593620537
17684622,1,0.5189788109,0.5189788109,0.1528764089
17685009,1,0.5166641925,0.5166641925,0.1476621987
17686245,1,0.4777606374,0.4777606374,0.1878753103
17689228,1,0.5267057058,0.5267057058,0.1166155885
17691427,1,0.5266969304,0.5266969304,0.1238280357
17691900,1,0.5324137599,0.5324137599,0.504
17695016,1,0.4962013989,0.4962013989,0.1837557754
17697861,1,0.4962191574,0.4962191574,0.1858908342
17699784,1,0.5046257541,0.5046257541,0.160733857
17708389,1,0.5200812379,0.5200812379,0.1583119687
17717593,4,1.550073544,1.550073544,0.1959989977
17719592,1,0.4962191574,0.4962191574,0.1858908342
17723643,1,0.4817374452,0.4817374452,0.1670582372
17735019,1,0.5261330995,0.5261330995,0.1319246627
17735703,1,0.5240757596,0.5240757596,0.1370565788
17739062,1,0.4908191373,0.4908191373,0.1780844443
17745517,1,0.4962013989,0.4962013989,0.1837557754
17745676,1,0.5235804116,0.5235804116,0.1572826597
17746907,1,0.526025145,0.526025145,0.1448844341
17748144,1,0.4826710037,0.4826710037,0.1729012133
17754800,1,0.5268314521,0.5268314521,0.1311528859
17756195,1,0.4962191574,0.4962191574,0.1858908342
17756893,1,0.5285575717,0.5285575717,0.5017921147
17759437,1,0.5170063858,0.5170063858,0.14007004
17760630,1,0.51861028,0.51861028,0.1555724988
17760814,1,0.4860489397,0.4860489397,0.1645627323
17766879,1,0.5189788109,0.5189788109,0.1528764089
17767364,1,0.5270017416,0.5270017416,0.1428325048
17770592,1,0.5189788109,0.5189788109,0.1528764089
17772187,1,0.5031010867,0.5031010867,0.145884279
17772905,1,0.526025145,0.526025145,0.1448844341
17773720,1,0.5018260199,0.5018260199,0.1589159537
17785770,1,0.4953061203,0.4953061203,0.1513447853
17787116,1,0.5240757596,0.5240757596,0.1370565788
17790116,1,0.474726498,0.474726498,0.1603019538
17793105,1,0.4860489397,0.4860489397,0.1645627323
17794560,1,0.5326436316,0.5326436316,0.5041322314
17797348,1,0.5268314521,0.5268314521,0.1311528859
17798031,1,0.5082413245,0.5082413245,0.1555621851
17808932,1,0.513568361,0.513568361,0.1461295747
17811814,1,0.5206701972,0.5206701972,0.1209369846
17812515,1,0.4855054463,0.4855054463,0.1450575944
17812695,1,0.5207298209,0.5207298209,0.1438982011
17813711,1,0.5240757596,0.5240757596,0.1370565788
17816504,1,0.4962013989,0.4962013989,0.1837557754
17819336,1,0.4777606374,0.4777606374,0.1878753103
17820635,1,0.5061432246,0.5061432246,0.1404192931
17830132,1,0.4860489397,0.4860489397,0.1645627323
17830383,98,42.17750961,42.17750961,0.1976221892
17838040,1,0.5082413245,0.5082413245,0.1555621851
17838399,1,0.5266969304,0.5266969304,0.1238280357
17840608,1,0.526025145,0.526025145,0.1448844341
17844264,1,0.5174490506,0.5174490506,0.1443141516
17849861,1,0.51861028,0.51861028,0.1555724988
17854357,1,0.5171773727,0.5171773727,0.1571176681
17857130,1,0.5126632098,0.5126632098,0.1450635729
17858291,1,0.5108080636,0.5108080636,0.1653940134
17866745,1,0.5235804116,0.5235804116,0.1572826597
17871760,1,0.5061432246,0.5061432246,0.1404192931
17877864,1,0.4817374452,0.4817374452,0.1670582372
17878161,1,0.5293445036,0.5293445036,0.1132991051
17885145,1,0.5220016244,0.5220016244,0.1508421188
17885859,1,0.4978382703,0.4978382703,0.1514294319
17890544,2,0.9034203295,0.9034203295,0.1022054126
17891976,2,0.8682030122,0.8682030122,0.1930957867
17899712,2,0.8185797823,0.8185797823,0.1967714885
17902569,1,0.4777606374,0.4777606374,0.1878753103
17903134,1,0.5326436316,0.5326436316,0.5041322314
17907265,1,0.5258584431,0.5258584431,0.1492083342
17907458,1,0.5262848565,0.5262848565,0.1019892208
17910053,1,0.5195827263,0.5195827263,0.1499201363
17910470,1,0.4777606374,0.4777606374,0.1878753103
17922254,1,0.5205445002,0.5205445002,0.1492462951
17922355,1,0.5220016244,0.5220016244,0.1508421188
17924753,2,0.8440574229,0.8440574229,0.186318882
17924881,1,0.5170063858,0.5170063858,0.14007004
17925160,1,0.4962013989,0.4962013989,0.1837557754
17926257,1,0.4962013989,0.4962013989,0.1837557754
17931154,1,0.5267057058,0.5267057058,0.1166155885
17934117,1,0.5044910494,0.5044910494,0.1560726321
17939115,1,0.5267504246,0.5267504246,0.1276127114
17941459,1,0.5315374596,0.5315374596,0.5034965035
17943433,1,0.5216159708,0.5216159708,0.1567957056
17946403,1,0.5006511329,0.5006511329,0.1398196516
17951716,1,0.4991343035,0.4991343035,0.1825028518
17955081,1,0.5073915127,0.5073915127,0.172089669
17967145,1,0.51861028,0.51861028,0.1555724988
17970200,1,0.5189788109,0.5189788109,0.1528764089
17971108,1,0.4962191574,0.4962191574,0.1858908342
17971747,1,0.4817374452,0.4817374452,0.1670582372
17973633,1,0.5330181592,0.5330181592,0.5043478261
17975516,1,0.5285575717,0.5285575717,0.5017921147
17976605,1,0.5200812379,0.5200812379,0.1583119687
17976894,1,0.4991343035,0.4991343035,0.1825028518
17977551,1,0.51861028,0.51861028,0.1555724988
17978346,1,0.5293445036,0.5293445036,0.1132991051
17982838,1,0.5170063858,0.5170063858,0.14007004
17983365,2,0.8475868517,0.8475868517,0.1822807426
17985405,1,0.5018260199,0.5018260199,0.1589159537
17990277,1,0.5438056354,0.5438056354,0.5106382979
17996599,1,0.5267057058,0.5267057058,0.1166155885
17999966,1,0.4787008775,0.4787008775,0.1641751015
18002106,1,0.5267057058,0.5267057058,0.1166155885
18006699,1,0.5207298209,0.5207298209,0.1438982011
18007820,1,0.5258584431,0.5258584431,0.1492083342
18010034,1,0.5267504246,0.5267504246,0.1276127114
18013176,1,0.4962013989,0.4962013989,0.1837557754
18019121,1,0.4787008775,0.4787008775,0.1641751015
18024649,1,0.4855054463,0.4855054463,0.1450575944
18027685,1,0.5252894819,0.5252894819,0.1271012007
18029021,1,0.4962013989,0.4962013989,0.1837557754
18030192,1,0.4777606374,0.4777606374,0.1878753103
18038245,1,0.523109861,0.523109861,0.1434437086
18038964,1,0.4861308158,0.4861308158,0.1820874289
18043136,1,0.5085509347,0.5085509347,0.1360211002
18047201,2,0.8238003546,0.8238003546,0.1883125568
18050172,1,0.5215179336,0.5215179336,0.1631250869
18052661,1,0.513568361,0.513568361,0.1461295747
18055323,1,0.5189788109,0.5189788109,0.1528764089
18068666,1,0.5293445036,0.5293445036,0.1132991051
18068750,1,0.5258584431,0.5258584431,0.1492083342
18076312,1,0.5238685491,0.5238685491,0.1474456988
18079404,1,0.485515808,0.485515808,0.1617086281
18079905,1,0.4860489397,0.4860489397,0.1645627323
18082945,4,1.509136034,1.509136034,0.2067704509
18085447,1,0.4842930249,0.4842930249,0.1522811344
18085903,1,0.5147063156,0.5147063156,0.1438599718
18087450,2,0.8644641503,0.8644641503,0.1774514747
18088416,13,5.999964455,5.999964455,0.1568411202
18088524,11,4.45038127,4.45038127,0.1795332823
18088673,1,0.5081833792,0.5081833792,0.1858908342
18089606,351,152.3735109,152.3735109,0.180462982
18089796,1,0.5126632098,0.5126632098,0.1450635729
18100735,12,5.825213754,5.825213754,1
18101335,58,22.98678771,22.98678771,0.1784410646
18102933,1,0.5147063156,0.5147063156,0.1438599718
18103808,1,0.5172091209,0.5172091209,0.1594848094
18107109,1,0.5062228205,0.5062228205,0.1763445978
18124790,1,0.5082413245,0.5082413245,0.1555621851
18124830,1,0.4817374452,0.4817374452,0.1670582372
18126412,1,0.5170105531,0.5170105531,0.3351206434
18126443,1,0.5166641925,0.5166641925,0.1476621987
18127548,1,0.51861028,0.51861028,0.1555724988
18127749,1,0.5166641925,0.5166641925,0.1476621987
18131735,1,0.523109861,0.523109861,0.1434437086
18140810,1,0.5267504246,0.5267504246,0.1276127114
18149467,1,0.5081833792,0.5081833792,0.1858908342
18152669,1,0.5315374596,0.5315374596,0.5034965035
18160593,1,0.5438056354,0.5438056354,0.5106382979
18169089,1,0.5214974214,0.5214974214,0.1225582367
18174408,1,0.5249552105,0.5249552105,0.1426183675
18176779,1,0.5081833792,0.5081833792,0.1858908342
18182445,1,0.5085509347,0.5085509347,0.1360211002
18186319,1,0.5171773727,0.5171773727,0.1571176681
18201787,1,0.5228593107,0.5228593107,0.1551917989
18206185,1,0.4929332259,0.4929332259,0.148914791
18208763,1,0.5262848565,0.5262848565,0.1019892208
18209327,1,0.5171773727,0.5171773727,0.1571176681
18209668,1,0.4991343035,0.4991343035,0.1825028518
18218718,1,0.523109861,0.523109861,0.1434437086
18218955,1,0.4777606374,0.4777606374,0.1878753103
18220307,1,0.526025145,0.526025145,0.1448844341
18223890,1,0.5266969304,0.5266969304,0.1238280357
18227538,1,0.5268314521,0.5268314521,0.1311528859
18238495,1,0.4962191574,0.4962191574,0.1858908342
18239795,1,0.4962013989,0.4962013989,0.1837557754
18240118,1,0.4991343035,0.4991343035,0.1825028518
18240655,1,0.5171773727,0.5171773727,0.1571176681
18247087,1,0.4962013989,0.4962013989,0.1837557754
18248053,1,0.4860489397,0.4860489397,0.1645627323
18250141,1,0.5235804116,0.5235804116,0.1572826597
18255887,1,0.5249552105,0.5249552105,0.1426183675
18258178,1,0.4962013989,0.4962013989,0.1837557754
18266477,1,0.4962013989,0.4962013989,0.1837557754
18269413,1,0.5267057058,0.5267057058,0.1166155885
18270391,1,0.5258569726,0.5258569726,0.1406718357
18271074,1,0.5220016244,0.5220016244,0.1508421188
18272104,1,0.5235804116,0.5235804116,0.1572826597
18276614,1,0.5172913539,0.5172913539,0.339673913
18284815,1,0.4860489397,0.4860489397,0.1645627323
18292600,1,0.526025145,0.526025145,0.1448844341
18308445,1,0.5293445036,0.5293445036,0.1132991051
18310869,1,0.5268314521,0.5268314521,0.1311528859
18310914,1,0.5293445036,0.5293445036,0.1132991051
18311934,1,0.5170105531,0.5170105531,0.3351206434
18315575,1,0.5293445036,0.5293445036,0.1132991051
18319565,1,0.5267057058,0.5267057058,0.1166155885
18319998,1,0.4860489397,0.4860489397,0.1645627323
18325946,1,0.5290231226,0.5290231226,0.5020576132
18327688,1,0.5235804116,0.5235804116,0.1572826597
18330026,1,0.5266969304,0.5266969304,0.1238280357
18330216,1,0.5062228205,0.5062228205,0.1763445978
18344575,1,0.4962191574,0.4962191574,0.1858908342
18345029,1,0.5082413245,0.5082413245,0.1555621851
18347007,1,0.5007791928,0.5007791928,0.1506000899
18349592,1,0.5293445036,0.5293445036,0.1132991051
18350754,1,0.5266969304,0.5266969304,0.1238280357
18352739,1,0.5252894819,0.5252894819,0.1271012007
18356078,1,0.5018260199,0.5018260199,0.1589159537
18356346,1,0.4817374452,0.4817374452,0.1670582372
18356870,64,28.43224574,28.43224574,0.1546021567
18358861,1,0.4868308399,0.4868308399,0.1514229172
18359336,1,0.5172091209,0.5172091209,0.1594848094
18361472,46,20.84136485,20.84136485,1
18365203,192,85.09502143,85.09502143,0.1413270428
18366572,1,0.5136826494,0.5136826494,0.1482312066
18385910,1,0.4826710037,0.4826710037,0.1729012133
18393073,1,0.5262848565,0.5262848565,0.1019892208
18396552,1,0.5044910494,0.5044910494,0.1560726321
18398047,1,0.5136826494,0.5136826494,0.1482312066
18398582,1,0.4962013989,0.4962013989,0.1837557754
18399686,1,0.5031010867,0.5031010867,0.145884279
18408384,2,0.824733913,0.824733913,0.190328773
18408654,1,0.5258584431,0.5258584431,0.1492083342
18412711,1,0.5061432246,0.5061432246,0.1404192931
18415205,1,0.4920629094,0.4920629094,0.1812015753
18428081,1,0.5267850273,0.5267850273,0.1363979849
18439997,1,0.5062228205,0.5062228205,0.1763445978
18440740,1,0.4991343035,0.4991343035,0.1825028518
18450605,1,0.5438056354,0.5438056354,0.5106382979
18453161,1,0.526025145,0.526025145,0.1448844341
18458561,1,0.5249552105,0.5249552105,0.1426183675
18461293,1,0.5136826494,0.5136826494,0.1482312066
18462339,1,0.526025145,0.526025145,0.1448844341
18465641,1,0.5082413245,0.5082413245,0.1555621851
18465936,1,0.4962191574,0.4962191574,0.1858908342
18466375,1,0.4860489397,0.4860489397,0.1645627323
18473841,2,0.8373690297,0.8373690297,0.1849093775
18475974,1,0.4861308158,0.4861308158,0.1820874289
18476344,1,0.5267850273,0.5267850273,0.1363979849
18478669,1,0.485515808,0.485515808,0.1617086281
18480251,1,0.4861308158,0.4861308158,0.1820874289
18481604,1,0.5166641925,0.5166641925,0.1476621987
18484769,1,0.5287410823,0.5287410823,0.1135751279
18487837,1,0.5029601318,0.5029601318,0.1554728566
18493710,1,0.5218693478,0.5218693478,0.1227291747
18497497,1,0.511537912,0.511537912,0.1698885028
18500066,1,0.5218693478,0.5218693478,0.1227291747
18500852,1,0.5108614718,0.5108614718,0.1538318656
18507311,1,0.5172913539,0.5172913539,0.339673913
18507505,2,0.8268949349,0.8268949349,0.1995379688
18508467,1,0.526025145,0.526025145,0.1448844341
18512632,1,0.4962013989,0.4962013989,0.1837557754
18518122,1,0.5270017416,0.5270017416,0.1428325048
18524894,1,0.5266969304,0.5266969304,0.1238280357
18525573,1,0.4962013989,0.4962013989,0.1837557754
18533670,1,0.5258569726,0.5258569726,0.1406718357
18535177,1,0.5166641925,0.5166641925,0.1476621987
18538718,1,0.5174490506,0.5174490506,0.1443141516
18539631,1,0.511537912,0.511537912,0.1698885028
18541341,1,0.5240757596,0.5240757596,0.1370565788
18541658,1,0.5166641925,0.5166641925,0.1476621987
18541690,1,0.4991343035,0.4991343035,0.1825028518
18547844,1,0.526025145,0.526025145,0.1448844341
18548136,2,0.9025127238,0.9025127238,0.1553904905
18549579,1,0.474726498,0.474726498,0.1603019538
18556145,2,0.862732374,0.862732374,0.1610095835
18559803,1,0.4836420282,0.4836420282,0.1580063746
18560439,1,0.5082413245,0.5082413245,0.1555621851
18560967,1,0.511537912,0.511537912,0.1698885028
18574837,1,0.526025145,0.526025145,0.1448844341
18586075,1,0.5136826494,0.5136826494,0.1482312066
18593111,1,0.4817374452,0.4817374452,0.1670582372
18595682,1,0.5170105531,0.5170105531,0.3351206434
18606398,1,0.513568361,0.513568361,0.1461295747
18608427,1,0.5356745781,0.5356745781,0.5058823529
18608804,1,0.526025145,0.526025145,0.1448844341
18613539,1,0.513568361,0.513568361,0.1461295747
18625382,1,0.5290231226,0.5290231226,0.5020576132
18626877,1,0.5189788109,0.5189788109,0.1528764089
18627174,24,11.12503188,11.12503188,1
18628111,1,0.549939626,0.549939626,0.5142857143
18628195,1,0.5215179336,0.5215179336,0.1631250869
18630708,1,0.5073915127,0.5073915127,0.172089669
18637442,1,0.4826710037,0.4826710037,0.1729012133
18641102,1,0.5195827263,0.5195827263,0.1499201363
18643226,1,0.5266969304,0.5266969304,0.1238280357
18648537,1,0.4991343035,0.4991343035,0.1825028518
18653805,1,0.5200812379,0.5200812379,0.1583119687
18657341,1,0.5249552105,0.5249552105,0.1426183675
18657798,1,0.5356745781,0.5356745781,0.5058823529
18658084,1,0.5205445002,0.5205445002,0.1492462951
18660028,1,0.4860489397,0.4860489397,0.1645627323
18665867,1,0.5189788109,0.5189788109,0.1528764089
18667812,1,0.4962013989,0.4962013989,0.1837557754
18672822,1,0.5268314521,0.5268314521,0.1311528859
18673125,1,0.5170063858,0.5170063858,0.14007004
18678196,1,0.5166641925,0.5166641925,0.1476621987
18683401,1,0.4842930249,0.4842930249,0.1522811344
18692876,1,0.4962191574,0.4962191574,0.1858908342
18695251,1,0.5270017416,0.5270017416,0.1428325048
18698555,2,0.8524242131,0.8524242131,0.194681822
18701208,1,0.5285575717,0.5285575717,0.5017921147
18705160,1,0.526025145,0.526025145,0.1448844341
18707397,1,0.4817374452,0.4817374452,0.1670582372
18710344,1,0.474726498,0.474726498,0.1603019538
18717097,1,0.5287410823,0.5287410823,0.1135751279
18724930,1,0.513568361,0.513568361,0.1461295747
18725925,1,0.5252894819,0.5252894819,0.1271012007
18735040,1,0.513568361,0.513568361,0.1461295747
18736610,1,0.4920629094,0.4920629094,0.1812015753
18743710,1,0.4929332259,0.4929332259,0.148914791
18769277,1,0.5170063858,0.5170063858,0.14007004
18770814,1,0.511537912,0.511537912,0.1698885028
18776945,1,0.5189788109,0.5189788109,0.1528764089
18779458,1,0.4861308158,0.4861308158,0.1820874289
18780626,1,0.5266969304,0.5266969304,0.1238280357
18783662,1,0.5085509347,0.5085509347,0.1360211002
18791494,1,0.5218693478,0.5218693478,0.1227291747
18794593,1,0.511537912,0.511537912,0.1698885028
18794862,1,0.5214974214,0.5214974214,0.1225582367
18804865,1,0.4962013989,0.4962013989,0.1837557754
18809721,1,0.5195827263,0.5195827263,0.1499201363
18810387,1,0.51861028,0.51861028,0.1555724988
18811020,1,0.5252894819,0.5252894819,0.1271012007
18815115,1,0.5622074815,0.5622074815,0.5217391304
18820327,1,0.513568361,0.513568361,0.1461295747
18822612,1,0.508224502,0.508224502,0.1499584603
18826148,1,0.5220016244,0.5220016244,0.1508421188
18831926,1,0.5240757596,0.5240757596,0.1370565788
18832374,1,0.5200812379,0.5200812379,0.1583119687
18833982,1,0.511537912,0.511537912,0.1698885028
18834441,1,0.5062228205,0.5062228205,0.1763445978
18842214,1,0.5267504246,0.5267504246,0.1276127114
18844088,1,0.5235804116,0.5235804116,0.1572826597
18850239,1,0.5228593107,0.5228593107,0.1551917989
18854635,2,0.889179009,0.889179009,0.1642095687
18857388,2,0.8175987884,0.8175987884,0.2007099478
18857913,2,0.8543847746,0.8543847746,0.2029025192
18858027,1,0.5081833792,0.5081833792,0.1858908342
18873207,1,0.5261330995,0.5261330995,0.1319246627
18873711,1,0.5363344883,0.5363344883,0.1190250748
18888899,49,22.16631903,22.16631903,1
18893703,1,0.5170105531,0.5170105531,0.3351206434
18897720,1,0.523109861,0.523109861,0.1434437086
18901801,1,0.526025145,0.526025145,0.1448844341
18907395,1,0.5031010867,0.5031010867,0.145884279
18909248,1,0.5171773727,0.5171773727,0.1571176681
18914917,1,0.5081833792,0.5081833792,0.1858908342
18915133,1,0.4861308158,0.4861308158,0.1820874289
18916306,1,0.5271354822,0.5271354822,0.08500887585
18916731,1,0.5330181592,0.5330181592,0.5043478261
18919064,1,0.5267504246,0.5267504246,0.1276127114
18929351,2,0.8268949349,0.8268949349,0.1995379688
18929394,1,0.4855054463,0.4855054463,0.1450575944
18930828,1,0.523109861,0.523109861,0.1434437086
18936284,1,0.4908191373,0.4908191373,0.1780844443
18942944,1,0.511537912,0.511537912,0.1698885028
18943105,1,0.5144102958,0.5144102958,0.1469685582
18943859,1,0.5166641925,0.5166641925,0.1476621987
18944119,1,0.4962013989,0.4962013989,0.1837557754
18946713,1,0.5170105531,0.5170105531,0.3351206434
18947832,1,0.5216159708,0.5216159708,0.1567957056
18948141,1,0.4962013989,0.4962013989,0.1837557754
