user_id,weights,followers,foll_following,foll_follower,foll_isVerified,foll_favouritesCount,foll_statusCount,foll_profileTime
1084.0,0.6500000000000001,8.207108245955584e+17,0.0,0.0,0.0,0.0,0.0,
1084.0,0.6500000000000001,5692212.0,1552.0,1630.0,0.0,1368.0,521.0,2007-05-01 19:21:04
1084.0,0.6500000000000001,28925129.0,4748.0,3818.0,0.0,6886.0,4357.0,2009-04-05 02:44:02
1084.0,0.6500000000000001,23847549.0,3234.0,429.0,0.0,3257.0,1191.0,2009-03-11 22:55:11
1084.0,0.6500000000000001,11899362.0,522.0,69.0,0.0,21182.0,4374.0,2008-01-06 06:48:41
1084.0,0.6500000000000001,1.2910346206670725e+18,269.0,325.0,0.0,174.0,87.0,2020-08-05 15:33:49
1084.0,0.6500000000000001,7.823882201894052e+17,3120.0,86.0,0.0,72600.0,21216.0,2016-10-02 01:14:22
1084.0,0.6500000000000001,8.135622507955569e+17,2849.0,415.0,0.0,30698.0,14009.0,2016-12-27 01:48:50
1084.0,0.6500000000000001,2796942515.0,494.0,59.0,0.0,1510.0,822.0,2014-10-01 02:25:50
1084.0,0.6500000000000001,1.3033373424895508e+18,0.0,0.0,0.0,0.0,0.0,
1084.0,0.6500000000000001,1.124354371255296e+18,371.0,367.0,0.0,1063.0,228.0,2019-05-03 16:45:46
1084.0,0.6500000000000001,1.2593752141122437e+18,0.0,0.0,0.0,0.0,0.0,
1084.0,0.6500000000000001,89421286.0,1618.0,2022.0,0.0,983.0,1867.0,2009-11-12 10:52:16
1084.0,0.6500000000000001,13198502.0,692.0,1154.0,0.0,992.0,6410.0,2008-02-07 10:07:50
1084.0,0.6500000000000001,8.076487532974121e+17,779.0,172.0,0.0,4024.0,5106.0,2016-12-10 18:10:43
1084.0,0.6500000000000001,484739360.0,153.0,26.0,0.0,208.0,169.0,2012-02-06 12:47:55
1084.0,0.6500000000000001,728715229.0,1163.0,389.0,0.0,8518.0,1952.0,2012-07-31 16:14:50
1084.0,0.6500000000000001,81592216.0,4998.0,1472.0,0.0,140.0,5.0,2009-10-11 13:20:23
1084.0,0.6500000000000001,1.2381752451035423e+18,956.0,176.0,0.0,11680.0,171.0,2020-03-12 18:49:26
1084.0,0.6500000000000001,460419382.0,15403.0,16956.0,0.0,355.0,148.0,2012-01-10 18:55:49
1084.0,0.6500000000000001,1.0870194237041952e+18,0.0,0.0,0.0,0.0,0.0,
1084.0,0.6500000000000001,1.2831250051575316e+18,4466.0,2658.0,0.0,910.0,1990.0,2020-07-14 19:43:46
1084.0,0.6500000000000001,20351289.0,4880.0,43574.0,0.0,51967.0,79364.0,2009-02-08 04:47:51
1084.0,0.6500000000000001,9.509186134389556e+17,0.0,0.0,0.0,0.0,0.0,
1084.0,0.6500000000000001,21728799.0,1812.0,135.0,0.0,50483.0,3704.0,2009-02-24 04:22:27
1084.0,0.6500000000000001,2784016719.0,5151.0,8411.0,0.0,96.0,5553.0,2014-09-25 18:33:08
1084.0,0.6500000000000001,1.29107680244249e+18,0.0,0.0,0.0,0.0,0.0,
1084.0,0.6500000000000001,280591267.0,1128.0,469.0,0.0,6961.0,1427.0,2011-04-11 16:49:25
1084.0,0.6500000000000001,1.2980709984371753e+18,247.0,5.0,0.0,1.0,0.0,2020-08-25 01:33:51
1084.0,0.6500000000000001,217504042.0,1177.0,998.0,0.0,2480.0,1309.0,2010-11-19 18:17:10
1084.0,0.6500000000000001,8.008742360805171e+17,4655.0,1268.0,0.0,4982.0,942.0,2016-11-22 01:31:12
1084.0,0.6500000000000001,4914948434.0,112.0,18.0,0.0,278.0,1106.0,2016-02-16 08:18:48
1084.0,0.6500000000000001,1615398572.0,906.0,228.0,0.0,210.0,271.0,2013-07-23 14:29:25
1084.0,0.6500000000000001,3377826683.0,1025.0,42.0,0.0,5232.0,2619.0,2015-07-15 20:40:46
1084.0,0.6500000000000001,1.268556758127186e+18,0.0,0.0,0.0,0.0,0.0,
