user_id,weights,followers,foll_following,foll_follower,foll_isVerified,foll_favouritesCount,foll_statusCount,foll_profileTime
2097571.0,0.9,1.304547822059094e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3037454045388923e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051280757268603e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.0255939054655898e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051132406455706e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3044648038519153e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.299319071037563e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.305126455978885e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,3586759645.0,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.230655389575893e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.1423358861278536e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,8.295167829352243e+17,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.30509307670519e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.2583719907271516e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,9.977755289112986e+17,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051263291767276e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,7.161788820937769e+17,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.232438135054725e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3012674142613914e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.2875069727244943e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3004168172870984e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,23317875.0,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051262331061535e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051233929793782e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3043959846889636e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,124067359.0,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051250048251658e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.2983773921892475e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,9.71762181996929e+17,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051258218714235e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051230482202337e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.1844490273135657e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051205260844485e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3040559114771128e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051243064023163e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,7.086971654939034e+17,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.305123821645525e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,8.217297283610092e+17,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051231774718935e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.305013189864829e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051228847429796e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.305124824952574e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3000804917863178e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051251801303695e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.302953488947835e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3014290404069868e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051243458831606e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.2875523818158572e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,926367481.0,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.0487056178405622e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.2584108981437522e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051240630908068e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3050839951395922e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051236220262031e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,237634880.0,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.305120983720833e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.304905745532625e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,9.378358165958124e+17,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3051214004668744e+18,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,101672234.0,0.0,0.0,0.0,0.0,0.0,
2097571.0,0.9,1.3000946727617536e+18,0.0,0.0,0.0,0.0,0.0,
